tconst	averageRating	numVotes
tt9264930	9.3	7
tt9264932	9.5	10
tt9264938	8.3	41
tt9265008	7.3	9
tt9265010	5.3	33
tt9265018	5.8	116
tt9265022	6.7	49
tt9265024	7.8	22
tt9265028	8.0	20
tt9265050	5.8	116
tt9265054	7.7	81
tt9265064	8.3	8
tt9265120	9.4	5
tt9265124	7.5	13
tt9265162	6.8	6
tt9265186	8.1	7
tt9265188	8.0	7
tt9265196	6.8	11
tt9265200	5.8	6
tt9265212	8.2	7
tt9265220	9.2	13
tt9265250	6.4	15
tt9265262	5.9	356
tt9265300	7.1	76
tt9265446	7.7	7
tt9265508	7.2	228
tt9265510	6.6	462
tt9265514	7.6	5
tt9265518	6.9	8
tt9265522	5.9	75
tt9265528	6.8	52
tt9265532	6.2	6
tt9265536	8.0	30
tt9265550	7.5	74
tt9265556	7.6	56
tt9265592	4.8	5
tt9265682	6.8	36
tt9265718	6.4	10
tt9265740	6.0	6
tt9265776	8.0	5
tt9265808	4.3	7
tt9265822	9.0	13
tt9265856	4.7	248
tt9265912	7.0	10
tt9265944	6.8	29
tt9265966	9.1	9
tt9266016	8.0	5
tt9266078	7.5	64
tt9266096	6.6	5
tt9266098	6.7	38
tt9266104	7.9	789
tt9266114	8.3	12
tt9266126	6.7	6
tt9266172	7.7	14
tt9266192	5.7	28
tt9266204	5.1	312
tt9266222	8.0	6
tt9266240	7.8	5
tt9266248	7.7	21
tt9266286	7.1	59
tt9266288	7.2	59
tt9266290	7.2	56
tt9266292	7.2	51
tt9266294	7.0	53
tt9266296	7.0	48
tt9266486	5.8	190
tt9266490	6.8	12
tt9266492	6.9	11
tt9266522	6.7	7
tt9266568	6.4	317
tt9266592	8.0	937
tt9266608	5.9	1013
tt9266636	6.4	6
tt9266658	7.3	174
tt9266660	9.1	12
tt9266676	3.0	9
tt9266680	3.0	9
tt9266684	2.5	8
tt9266688	3.4	9
tt9266692	3.0	9
tt9266720	8.5	10
tt9266860	6.7	12
tt9266874	7.8	40
tt9266886	7.7	6
tt9266912	5.7	6
tt9266966	6.4	48
tt9267156	8.2	49
tt9267194	5.9	13
tt9267312	6.7	45
tt9267618	8.7	7
tt9267624	7.5	31
tt9267898	8.7	8
tt9267906	3.1	8
tt9267912	8.9	9
tt9268106	7.1	125
tt9268162	8.6	68
tt9268606	8.0	9
tt9268734	6.0	6
tt9268740	7.0	6
tt9268744	6.6	7
tt9268756	7.8	302
tt9268796	8.6	17
tt9268798	6.0	7
tt9268808	7.9	10
tt9268958	7.6	145
tt9268986	8.0	1247
tt9268994	8.6	1406
tt9268996	7.3	1234
tt9269000	7.6	1232
tt9269002	7.9	1259
tt9269024	8.5	6
tt9269028	5.5	9
tt9269102	7.1	9
tt9269224	7.4	247
tt9269226	6.9	17
tt9269262	2.6	18
tt9269284	6.5	26
tt9269288	8.3	43
tt9269324	8.0	7
tt9269396	7.5	6
tt9269444	7.0	6
tt9269462	7.8	7
tt9269478	6.0	40
tt9269492	6.2	9
tt9269498	9.1	20
tt9269516	7.4	7
tt9269524	7.4	7
tt9269528	7.4	19
tt9269538	6.9	8
tt9269554	6.0	9
tt9269564	7.0	7
tt9269570	6.9	7
tt9269576	7.0	7
tt9269584	6.9	7
tt9269590	6.5	6
tt9269610	8.4	11
tt9269662	5.8	122
tt9269690	5.3	13
tt9269720	8.9	14
tt9269752	6.2	37
tt9269784	5.9	13
tt9269834	7.8	32
tt9269836	6.8	9
tt9269848	6.1	7
tt9269852	7.3	852
tt9269860	7.8	28
tt9269868	6.4	8
tt9269902	7.7	6
tt9269908	7.5	114
tt9269914	7.9	104
tt9269922	8.3	120
tt9269966	6.6	7
tt9269972	7.4	24
tt9269988	5.2	354
tt9270048	8.1	13
tt9270076	7.0	27
tt9270118	8.0	38
tt9270138	1.0	29
tt9270156	7.9	96
tt9270162	6.8	9
tt9270196	5.6	7
tt9270202	8.1	42
tt9270212	7.2	9
tt9270226	7.9	12
tt9270234	7.6	12
tt9270242	8.6	12
tt9270248	8.1	11
tt9270254	8.1	11
tt9270260	8.5	13
tt9270264	8.3	12
tt9270270	8.8	12
tt9270276	8.6	12
tt9270278	8.3	11
tt9270286	9.0	12
tt9270300	7.2	9
tt9270314	8.8	10
tt9270318	5.9	37
tt9270362	6.4	2222
tt9270376	8.8	5
tt9270416	3.5	213
tt9270422	7.3	34
tt9270426	6.3	46
tt9270438	8.5	91
tt9270440	8.3	83
tt9270442	8.9	90
tt9270444	1.0	29
tt9270486	7.4	17
tt9270544	8.5	18
tt9270550	7.3	9
tt9270710	7.7	34
tt9270752	6.7	753
tt9270960	6.1	31
tt9271020	9.4	10
tt9271124	8.3	246
tt9271138	8.6	2257
tt9271140	8.4	2165
tt9271142	7.8	1993
tt9271146	7.8	2027
tt9271148	7.8	2036
tt9271150	8.0	2000
tt9271152	9.3	3623
tt9271162	8.1	7828
tt9271164	4.6	3160
tt9271168	6.6	8
tt9271172	8.9	48
tt9271194	7.6	27
tt9271218	7.3	6
tt9271220	6.3	10
tt9271222	6.0	6
tt9271252	8.2	12
tt9271264	5.6	5
tt9271346	7.0	7
tt9271350	4.7	87
tt9271358	6.8	48
tt9271376	8.9	66
tt9271402	5.6	41
tt9271404	5.8	8
tt9271408	8.0	3612
tt9271412	6.7	6
tt9271426	5.7	9
tt9271444	5.2	10
tt9271446	6.8	55
tt9271450	6.4	79
tt9271464	6.3	6
tt9271466	7.2	50
tt9271474	6.3	241
tt9271496	7.0	8
tt9271498	9.0	19
tt9271508	8.9	18
tt9271528	7.4	6
tt9271532	7.5	455
tt9271534	7.8	461
tt9271536	8.0	482
tt9271538	7.7	478
tt9271542	6.3	44
tt9271566	7.3	238
tt9271580	7.8	8
tt9271588	5.9	9
tt9271618	6.1	9
tt9271644	6.8	5
tt9271668	6.8	5
tt9271816	6.8	6
tt9271904	9.4	7
tt9272024	9.2	26
tt9272138	5.6	19
tt9272150	6.7	9
tt9272198	4.4	853
tt9272216	6.2	16
tt9272264	4.4	12
tt9272324	6.8	17
tt9272326	7.3	6
tt9272328	7.2	7
tt9272358	7.4	5
tt9272368	7.1	97
tt9272378	6.3	64
tt9272396	7.3	21
tt9272400	7.1	440
tt9272404	7.0	7
tt9272458	6.0	10
tt9272462	6.2	386
tt9272506	5.0	7
tt9272514	8.0	1533
tt9272520	8.5	35
tt9272526	6.5	6
tt9272528	5.0	38
tt9272562	8.6	8
tt9272568	3.6	871
tt9272572	6.2	1675
tt9272576	5.7	34
tt9272590	5.9	196
tt9272640	8.3	22
tt9272708	5.2	35
tt9272710	8.9	11
tt9272714	7.1	42
tt9272716	4.9	15
tt9272720	7.9	13
tt9272724	8.0	5
tt9272732	8.6	14
tt9272742	7.7	609
tt9272746	9.1	37
tt9272778	5.2	5
tt9272824	8.8	19
tt9272834	6.4	19
tt9272854	9.0	1875
tt9272876	7.9	184
tt9272884	7.8	179
tt9272886	8.5	6
tt9272928	5.9	480
tt9273278	8.0	27
tt9273286	7.7	25
tt9273292	7.8	25
tt9273296	7.7	22
tt9273350	8.1	17
tt9273418	7.8	37
tt9273444	7.9	32
tt9273470	7.2	32
tt9273658	7.5	157
tt9273672	8.0	167
tt9273800	4.2	30
tt9273836	5.1	7
tt9273882	7.5	11
tt9274432	6.9	69
tt9274452	5.4	7
tt9274462	7.2	71
tt9274538	6.0	9
tt9274568	6.1	10
tt9274600	5.4	10
tt9274608	5.9	10
tt9274612	8.7	17
tt9274670	4.6	2542
tt9274676	8.4	5
tt9274678	4.9	11
tt9274680	8.6	19
tt9274724	6.1	8
tt9274726	8.8	6
tt9274736	5.6	9
tt9274746	6.3	7
tt9274756	8.1	30
tt9274758	6.0	7
tt9274824	4.9	564
tt9274934	7.0	10
tt9274942	7.5	9
tt9274962	6.7	6
tt9274982	6.6	22
tt9274984	7.1	31
tt9274994	5.6	390
tt9274996	7.1	43
tt9275006	1.5	805
tt9275014	6.7	14
tt9275018	4.6	11
tt9275046	6.3	494
tt9275064	7.6	24
tt9275068	8.0	22
tt9275072	7.8	22
tt9275074	7.4	19
tt9275078	7.9	19
tt9275080	6.9	17
tt9275082	7.5	13
tt9275084	7.2	14
tt9275110	8.2	2649
tt9275120	7.3	23
tt9275122	8.3	107
tt9275148	6.2	17
tt9275192	7.7	8
tt9275200	7.5	8
tt9275202	8.0	421
tt9275208	6.2	7
tt9275218	7.2	11
tt9275226	8.3	19
tt9275238	4.5	18
tt9275242	8.3	7
tt9275320	6.6	5
tt9275344	6.8	10
tt9275424	5.0	7
tt9275426	8.2	145
tt9275540	9.1	17
tt9275626	8.0	8
tt9275630	8.9	18
tt9275654	8.9	18
tt9275656	8.4	113
tt9275732	5.7	6
tt9275784	7.6	5
tt9275804	8.2	179
tt9275810	8.5	12
tt9275816	8.0	183
tt9275848	6.2	6
tt9275934	4.6	7
tt9276240	7.0	45
tt9276598	6.1	19
tt9276832	7.6	5
tt9276914	7.7	170
tt9276916	7.8	108
tt9276926	7.9	222
tt9276938	7.9	14
tt9277030	7.4	31
tt9277134	8.0	6
tt9277588	6.0	6
tt9277598	7.2	5
tt9277602	8.1	7
tt9277666	6.9	101
tt9277672	4.4	8
tt9277692	6.6	796
tt9277762	8.0	433
tt9277780	5.1	10
tt9277784	6.1	87
tt9277788	6.7	23
tt9277826	6.2	8
tt9277948	5.3	137
tt9278020	6.0	5
tt9278032	7.6	1600
tt9278034	8.6	5
tt9278062	7.7	185
tt9278070	5.3	10
tt9278074	3.1	268
tt9278078	7.7	1766
tt9278090	7.3	20
tt9278110	8.2	298
tt9278112	4.3	30
tt9278116	6.6	7
tt9278160	1.0	135
tt9278162	7.0	113
tt9278186	4.0	186
tt9278200	8.9	8
tt9278250	7.2	19
tt9278264	7.1	67
tt9278306	6.2	50
tt9278312	7.1	16
tt9278360	7.8	93
tt9278362	6.1	10
tt9278376	5.3	13
tt9278378	4.8	267
tt9278382	6.0	15
tt9278386	9.0	96
tt9278388	8.6	27
tt9278396	6.4	159
tt9278402	5.0	9
tt9278408	8.0	2783
tt9278412	7.7	11
tt9278424	7.2	34
tt9278430	7.3	25
tt9278432	6.8	44
tt9278434	6.2	33
tt9278436	5.4	10
tt9278450	7.3	108
tt9278458	7.3	24
tt9278508	5.4	54
tt9278764	6.4	79
tt9278774	2.9	38
tt9279128	7.7	589
tt9279130	7.7	219
tt9279136	6.9	16
tt9279172	5.2	79
tt9279198	7.0	8
tt9279236	8.6	5
tt9279292	4.8	37
tt9279298	7.9	17
tt9279302	8.7	22
tt9279308	8.7	16
tt9279356	5.9	69
tt9279362	7.9	712
tt9279426	8.4	13
tt9279434	8.7	13
tt9279444	8.4	20
tt9279474	6.1	17
tt9279480	6.4	12
tt9279582	6.7	104
tt9279618	7.6	14
tt9279650	7.8	7
tt9279666	7.1	266
tt9279678	7.3	7
tt9279730	8.8	5
tt9279738	3.1	10
tt9279746	6.3	10
tt9279780	7.5	14
tt9279782	7.8	115
tt9279792	9.5	7
tt9279862	7.2	8
tt9279878	7.7	50
tt9279882	5.7	27
tt9279888	7.4	6
tt9279896	7.4	6
tt9279918	7.3	7
tt9279928	7.9	32
tt9279958	7.9	21
tt9279968	8.1	13
tt9279980	7.8	7
tt9279986	4.8	6
tt9280000	7.4	14
tt9280006	7.0	8
tt9280016	7.6	1409
tt9280044	7.7	399
tt9280046	8.4	433
tt9280052	8.7	8
tt9280054	7.8	381
tt9280058	7.1	8
tt9280060	6.4	8
tt9280090	8.0	8
tt9280166	7.5	1851
tt9280252	5.7	188
tt9280292	8.5	6
tt9280366	3.8	23
tt9280388	8.3	12
tt9280458	7.7	19
tt9280462	6.8	15
tt9280470	6.9	10
tt9280556	9.0	61
tt9280644	6.2	13
tt9280652	7.4	14
tt9280666	6.7	71
tt9280680	5.4	105
tt9280688	7.7	9
tt9280690	8.2	6
tt9280692	8.2	6
tt9280694	8.2	6
tt9280696	8.0	7
tt9280702	7.8	5
tt9280706	8.2	5
tt9280710	8.2	6
tt9280712	8.3	7
tt9280714	8.2	6
tt9280774	8.0	10
tt9280780	4.6	70
tt9280792	9.5	209
tt9280844	4.1	66
tt9280928	8.6	7
tt9280992	8.3	1046
tt9281008	5.8	676
tt9281030	8.8	6
tt9281034	8.4	5
tt9281040	8.6	5
tt9281042	8.8	6
tt9281106	7.0	12
tt9281154	5.0	9
tt9281162	8.2	6
tt9281188	6.7	6
tt9281190	6.8	1867
tt9281202	6.2	9
tt9281354	5.1	28
tt9281374	9.3	12
tt9281400	7.2	29
tt9281468	7.0	13
tt9281494	6.7	173
tt9281508	6.0	26
tt9281510	5.8	150
tt9281780	8.3	9
tt9281784	8.4	8
tt9281866	7.2	215
tt9281896	7.6	431
tt9282174	8.0	90
tt9282360	5.9	36
tt9282472	5.9	16
tt9282596	5.8	25
tt9282616	6.9	1734
tt9282622	7.1	11
tt9282750	7.9	67
tt9282754	4.5	29
tt9282764	5.8	17
tt9282952	6.9	14
tt9282976	7.1	56
tt9283008	6.3	13
tt9283010	7.4	86
tt9283012	7.1	11
tt9283014	7.1	242
tt9283016	7.2	58
tt9283018	7.4	82
tt9283020	6.0	17
tt9283048	6.2	19
tt9283056	5.2	470
tt9283082	7.0	21
tt9283084	6.1	10
tt9283208	7.6	379
tt9283302	5.6	251
tt9283350	7.4	8
tt9283352	7.4	22
tt9283368	7.0	7
tt9283372	6.6	70
tt9283386	9.7	9
tt9283390	8.0	7
tt9283484	7.2	7
tt9283500	4.7	7
tt9283568	7.6	10
tt9283584	6.8	6
tt9283592	8.0	14
tt9283600	7.4	5
tt9283832	6.6	188
tt9283836	7.2	10
tt9283842	5.6	17
tt9283844	4.7	11
tt9283846	5.2	13
tt9283848	4.8	11
tt9283850	5.1	11
tt9283852	5.0	11
tt9283854	4.8	11
tt9283856	4.4	10
tt9283858	4.4	10
tt9283860	4.4	10
tt9283862	4.7	10
tt9283864	4.9	10
tt9283866	5.2	8
tt9283868	5.6	9
tt9283870	5.4	9
tt9283872	6.0	10
tt9283874	5.4	10
tt9283878	5.1	10
tt9283880	5.6	9
tt9283882	5.4	9
tt9283884	5.4	9
tt9283888	5.3	10
tt9283890	5.2	10
tt9283892	5.5	11
tt9283916	8.3	12
tt9283920	6.0	842
tt9284050	7.7	7
tt9284118	6.1	223
tt9284142	7.8	106
tt9284162	7.1	156
tt9284182	5.6	38
tt9284198	5.4	5
tt9284202	7.4	8
tt9284214	3.0	10
tt9284218	8.1	21
tt9284340	4.6	9
tt9284346	8.9	8
tt9284354	7.9	187
tt9284364	8.6	240
tt9284374	7.0	6
tt9284384	6.7	10
tt9284386	4.4	237
tt9284408	7.9	15
tt9284414	6.4	12
tt9284418	6.6	12
tt9284420	8.6	33
tt9284422	8.8	30
tt9284426	6.5	41
tt9284428	7.8	90
tt9284430	6.6	1991
tt9284442	7.3	11
tt9284448	7.0	10
tt9284486	3.6	24
tt9284594	8.2	235
tt9284608	7.6	7
tt9284612	7.9	7
tt9284614	7.9	9
tt9284714	7.0	10
tt9284756	7.0	10
tt9284762	8.0	40
tt9284772	7.8	39
tt9284774	7.2	10
tt9284778	8.8	8
tt9284796	7.0	10
tt9284836	7.9	14
tt9284852	6.9	10
tt9284898	7.0	9
tt9284944	8.0	5
tt9285182	7.7	30
tt9285234	6.9	9
tt9285338	2.7	130
tt9285418	9.5	8
tt9285510	7.8	79
tt9285596	6.5	27
tt9285610	7.8	7
tt9285626	5.7	30
tt9285758	7.6	5
tt9285882	6.2	6981
tt9285956	6.5	6
tt9286088	6.1	15
tt9286140	7.1	9
tt9286144	6.9	9
tt9286158	6.6	8
tt9286210	6.8	9
tt9286216	7.6	5
tt9286226	7.0	9
tt9286250	6.5	8
tt9286366	7.5	8
tt9286372	7.3	7
tt9286376	5.3	10
tt9286384	7.0	7
tt9286390	8.1	619
tt9286416	7.0	7
tt9286422	7.0	7
tt9286448	7.6	8
tt9286472	8.4	5
tt9286494	7.8	16
tt9286496	9.2	21
tt9286520	7.1	7
tt9286526	8.1	42
tt9286542	5.5	57
tt9286574	6.2	5
tt9286578	7.4	7
tt9286586	7.4	7
tt9286596	7.3	7
tt9286602	7.3	6
tt9286620	7.2	6
tt9286648	7.3	7
tt9286660	5.8	20
tt9286668	7.6	8
tt9286670	5.5	120
tt9286680	7.3	7
tt9286682	8.4	68
tt9286684	7.9	113
tt9286694	6.7	11
tt9286696	7.2	6
tt9286700	6.4	74
tt9286704	7.3	6
tt9286712	7.2	138
tt9286716	8.0	398
tt9286718	7.7	112
tt9286720	7.9	111
tt9286724	8.5	104
tt9286726	8.2	101
tt9286728	8.2	103
tt9286732	8.4	110
tt9286738	8.2	101
tt9286740	8.7	129
tt9286758	7.6	7
tt9286776	7.9	7
tt9286816	8.2	14
tt9286818	6.6	17
tt9286908	6.5	1932
tt9286928	7.1	79
tt9286932	7.8	67
tt9286942	9.2	6
tt9286948	8.7	6
tt9286958	9.0	6
tt9286978	9.0	5
tt9286990	7.3	136
tt9287012	5.6	10
tt9287044	5.5	15
tt9287050	6.3	332
tt9287052	3.9	12
tt9287074	6.3	7
tt9287112	7.9	7
tt9287186	6.1	15
tt9287206	5.3	447
tt9287236	4.0	15
tt9287256	6.7	14
tt9287274	4.9	11
tt9287308	6.8	17
tt9287342	5.2	425
tt9287350	6.0	12
tt9287392	5.1	13
tt9287402	7.6	19
tt9287408	4.7	277
tt9287410	5.9	12
tt9287434	6.0	7
tt9287446	7.9	39
tt9287460	4.5	13
tt9287466	6.9	7
tt9287492	6.5	1573
tt9287498	7.0	6
tt9287500	6.1	7
tt9287506	7.7	61
tt9287510	8.2	45
tt9287514	7.9	41
tt9287518	8.0	37
tt9287522	7.7	34
tt9287524	8.0	38
tt9287542	6.5	64
tt9287544	8.6	23
tt9287550	7.0	21
tt9287582	6.7	8
tt9287584	6.8	32
tt9287652	7.5	17
tt9287726	8.0	15
tt9287730	8.3	15
tt9287736	7.6	7
tt9287738	8.8	9
tt9287740	7.7	10
tt9287746	7.4	1179
tt9287748	7.4	1006
tt9287750	7.9	976
tt9287752	7.8	929
tt9287754	8.0	1048
tt9287756	7.5	890
tt9287778	4.3	123
tt9287836	5.4	39
tt9287886	8.4	9
tt9287924	6.7	11
tt9287940	8.2	1244
tt9288030	8.1	104078
tt9288038	8.0	172
tt9288046	7.1	4162
tt9288048	8.1	355
tt9288082	8.4	14
tt9288130	6.3	9
tt9288220	4.6	6
tt9288236	5.7	7
tt9288252	6.8	9
tt9288296	9.3	19
tt9288308	7.9	21
tt9288316	4.6	5
tt9288334	8.1	252
tt9288366	7.6	24
tt9288368	7.3	21
tt9288370	7.3	21
tt9288372	7.3	21
tt9288374	7.8	20
tt9288376	7.5	21
tt9288404	7.5	446
tt9288486	5.8	491
tt9288554	9.0	28
tt9288562	8.9	31
tt9288564	4.3	20
tt9288568	9.1	26
tt9288692	6.0	18391
tt9288726	6.2	2747
tt9288736	6.4	5
tt9288758	7.6	5
tt9288776	7.0	4220
tt9288778	7.5	8
tt9288782	6.3	175
tt9288826	6.6	2617
tt9288842	8.4	6
tt9288848	7.0	5124
tt9288850	6.6	308
tt9288860	8.5	494
tt9288892	6.1	656
tt9288900	8.0	18
tt9288904	7.7	15
tt9288910	6.7	18
tt9288914	7.7	13
tt9288924	8.8	70
tt9288938	7.1	16
tt9288968	8.9	15
tt9288984	8.1	15
tt9289014	4.4	13
tt9289018	5.0	14
tt9289020	4.2	12
tt9289022	4.2	12
tt9289038	8.5	14
tt9289070	8.0	12
tt9289100	7.1	8
tt9289102	7.7	476
tt9289106	8.4	28
tt9289116	4.2	325
tt9289142	7.2	47
tt9289160	9.6	9
tt9289168	6.2	12
tt9289202	6.6	31
tt9289206	6.7	61
tt9289288	8.6	7
tt9289344	7.4	8
tt9289376	6.6	6
tt9289430	6.2	8
tt9289440	7.5	128
tt9289454	4.0	35
tt9289504	5.7	40
tt9289508	7.7	349
tt9289620	8.8	1066
tt9289630	7.7	7
tt9289688	8.0	7
tt9289748	7.9	8
tt9289766	5.2	8
tt9289806	7.7	7
tt9289898	6.8	8
tt9289942	6.4	42
tt9289970	8.3	26
tt9290010	7.1	7
tt9290058	7.4	8
tt9290112	7.5	7
tt9290120	7.3	7
tt9290126	7.2	5
tt9290138	4.4	128
tt9290186	5.3	21
tt9290220	4.4	7
tt9290224	5.9	11
tt9290230	7.7	812
tt9290340	7.8	10
tt9290358	7.6	10
tt9290374	7.9	10
tt9290394	7.9	9
tt9290410	6.0	24
tt9290510	7.8	5
tt9290708	8.3	24
tt9290790	6.7	7
tt9290812	8.0	5
tt9290822	7.7	43
tt9290910	7.2	63
tt9290986	4.9	55
tt9291154	6.9	11
tt9291208	8.3	52
tt9291216	7.1	10
tt9291270	8.4	20
tt9291272	8.2	62
tt9291274	8.3	62
tt9291276	8.6	18
tt9291300	7.6	11
tt9291302	7.8	33
tt9291308	3.8	45
tt9291312	8.9	18
tt9291336	6.6	41
tt9291354	9.2	30
tt9291358	7.3	6
tt9291390	6.2	66
tt9291470	7.5	19
tt9291510	5.7	13
tt9291592	8.1	309
tt9291598	6.9	58
tt9291604	8.0	296
tt9291838	7.4	499
tt9291842	7.3	375
tt9291882	8.1	15
tt9291898	7.3	6
tt9291900	7.0	5
tt9291920	7.0	5
tt9291924	6.8	16
tt9291966	6.2	7
tt9291972	8.0	8
tt9291980	7.2	35
tt9292002	5.2	65
tt9292094	8.8	8
tt9292112	5.9	148
tt9292152	6.7	17
tt9292162	3.8	6
tt9292172	7.1	7
tt9292202	6.8	9
tt9292256	6.6	205
tt9292258	6.7	145
tt9292260	7.1	127
tt9292262	7.1	119
tt9292266	4.5	69
tt9292268	6.5	110
tt9292270	6.2	100
tt9292314	8.2	1992
tt9292316	2.5	6
tt9292328	6.2	13
tt9292336	8.0	10
tt9292348	7.0	16
tt9292392	8.8	11
tt9292468	3.3	7
tt9292470	7.1	17
tt9292500	9.4	6
tt9292510	5.5	146
tt9292680	7.3	22
tt9292726	6.2	14
tt9292856	8.6	14
tt9292858	8.3	13
tt9293466	7.5	1504
tt9293482	7.4	6
tt9293490	7.8	44
tt9293506	8.2	5
tt9293522	6.0	678
tt9293530	8.8	5
tt9293534	8.2	20
tt9293564	5.9	96
tt9293570	7.9	26
tt9293592	7.9	55
tt9293602	8.0	53
tt9293664	6.9	18
tt9293680	8.4	9
tt9293690	5.6	34
tt9293702	6.2	8
tt9293720	6.9	26
tt9293724	2.9	9
tt9293752	6.2	20
tt9293758	7.9	7
tt9293926	4.9	157
tt9293956	8.1	210
tt9293960	7.1	209
tt9293962	6.8	186
tt9293964	7.9	222
tt9293974	9.2	5
tt9293976	6.4	15
tt9293984	7.9	8
tt9293986	7.8	7
tt9293988	6.8	5
tt9294008	8.2	1349
tt9294048	8.3	16
tt9294050	4.3	180
tt9294056	6.1	15
tt9294160	7.3	25
tt9294162	7.2	25
tt9294164	7.1	23
tt9294168	7.4	25
tt9294176	7.0	24
tt9294236	5.6	5
tt9294240	5.6	6
tt9294242	6.9	157
tt9294288	6.4	8
tt9294290	8.8	11
tt9294354	5.9	13
tt9294372	6.7	8
tt9294374	7.0	7
tt9294378	7.4	7
tt9294380	7.4	71
tt9294382	7.4	7
tt9294386	7.7	56
tt9294388	7.2	7
tt9294400	7.8	54
tt9294402	7.6	7